model,embedding_file,embedding_dim,doc_count,query_count,strategy,anchor_count,top_k,pool_size,mean_recall,all_top_k_contained,any_hit,anchor_select_seconds,signature_build_seconds,search_ms_per_query
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_raw,256,10,250,0.8753000000000001,0.385,1.0,0.1571092999074608,0.03983590006828308,0.8071278999559581
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_raw,256,10,500,0.9525000000000001,0.696,1.0,0.1571092999074608,0.03983590006828308,0.8071278999559581
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_raw,256,10,1000,0.9919000000000001,0.934,1.0,0.1571092999074608,0.03983590006828308,0.8071278999559581
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_row_zscore,256,10,50,0.6855999999999999,0.062,1.0,0.18158279999624938,0.061051800032146275,0.7846105999778956
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_row_zscore,256,10,100,0.7908000000000001,0.162,1.0,0.18158279999624938,0.061051800032146275,0.7846105999778956
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_row_zscore,256,10,250,0.9008,0.434,1.0,0.18158279999624938,0.061051800032146275,0.7846105999778956
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_row_zscore,256,10,500,0.9625,0.731,1.0,0.18158279999624938,0.061051800032146275,0.7846105999778956
sentence-transformers/paraphrase-albert-small-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_albert_small_v2_n3000_tok160.npy,768,3000,1000,farthest_row_zscore,256,10,1000,0.9920999999999999,0.933,1.0,0.18158279999624938,0.061051800032146275,0.7846105999778956
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,50,0.8505,0.308,1.0,0.00024079997092485428,0.021835500025190413,0.8991049999604002
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,100,0.9296,0.568,1.0,0.00024079997092485428,0.021835500025190413,0.8991049999604002
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,250,0.981,0.849,1.0,0.00024079997092485428,0.021835500025190413,0.8991049999604002
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,500,0.9952,0.954,1.0,0.00024079997092485428,0.021835500025190413,0.8991049999604002
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_raw,256,10,1000,0.9991,0.992,1.0,0.00024079997092485428,0.021835500025190413,0.8991049999604002
sentence-transformers/paraphrase-MiniLM-L3-v2,experiments\robustness_3k_general\outputs\embeddings\sentence_transformers__paraphrase_MiniLM_L3_v2_n3000_tok160.npy,384,3000,1000,random_row_zscore,256,10,50,0.8623000000000002,0.328,1.0,0.00017010001465678215,0.02852679998613894,0.8275641000363976
